Species,Country,Region,Extinction
korrigum,Cameroon,Africa,[2033]
korrigum,Central African Republic,Africa,Null
korrigum,Kenya,Africa,[2031]
lunatus,Uganda,Africa,Null
pygargus,South Africa,Africa,[2031]
bicornis,Kenya,Africa,Null
bicornis,Uganda,Africa,[2034]
bicornis,Cameroon,Africa,Null
helvum,Uganda,Africa,Null
burchellii,Kenya,Africa,[2029]
burchellii,Uganda,Africa,[2036]
burchellii,"Tanzania, United Republic Of",Africa,Null
grevyi,Kenya,Africa,Null
zebra,Namibia,Africa,[2037]
zebra,South Africa,Africa,[2030]
granti,Uganda,Africa,[2023]
camelopardalis,Kenya,Africa,[2000]
camelopardalis,Uganda,Africa,[2023]
camelopardalis,"Tanzania, United Republic Of",Africa,[2033]
camelopardalis,Niger,Africa,[2030]
camelopardalis,Zambia,Africa,[2035]
camelopardalis,Uganda,Africa,[1998]
camelopardalis,"Tanzania, United Republic Of",Africa,[2028]
camelopardalis,Uganda,Africa,[2006]
beringei,Uganda,Africa,Null
beringei,Uganda,Africa,Null
beringei,"Congo, The Democratic Republic Of The",Africa,Null
beringei,"Congo, The Democratic Republic Of The",Africa,Null
equinus,Central African Republic,Africa,Null
equinus,Central African Republic,Africa,Null
equinus,C̫te D'Ivoire,Africa,Null
equinus,Rwanda,Africa,Null
equinus,Uganda,Africa,Null
equinus,South Africa,Africa,Null
niger,"Tanzania, United Republic Of",Africa,[2064]
niger,South Africa,Africa,Null
ellipsiprymnus,C̫te D'Ivoire,Africa,Null
ellipsiprymnus,Uganda,Africa,[2023]
kob,Uganda,Africa,Null
kob,C̫te D'Ivoire,Africa,[2047]
africana,Botswana,Africa,[2024]
africana,"Congo, The Democratic Republic Of The",Africa,[2029]
africana,South Africa,Africa,[2040]
africana,South Africa,Africa,Null
africana,"Tanzania, United Republic Of",Africa,[2048]
africana,Kenya,Africa,Null
africana,Uganda,Africa,[2022]
africana,Uganda,Africa,[2040]
pictus,"Tanzania, United Republic Of",Africa,[2042]
pictus,Zimbabwe,Africa,Null
pictus,South Africa,Africa,[2031]
natalensis,"Tanzania, United Republic Of",Africa,[2039]
dammah,Uganda,Africa,[2029]
ourebi,C̫te D'Ivoire,Africa,[1989]
leo,Uganda,Africa,Null
leo,Uganda,Africa,[2031]
leo,Uganda,Africa,[2006]
leo,Uganda,Africa,Null
leo,"Tanzania, United Republic Of",Africa,Null
leo,"Tanzania, United Republic Of",Africa,[2101]
hamadryas,"Tanzania, United Republic Of",Africa,[2058]
africanus,Ethiopia,Africa,[2038]
africanus,C̫te D'Ivoire,Africa,[2030]
rufomitratus,Kenya,Africa,Null
tephrosceles,Uganda,Africa,[2033]
livingstonii,Comoros,Africa,Null
rodricensis,Mauritius,Africa,[2045]
voeltzkowi,"Tanzania, United Republic Of",Africa,Null
fulvorufula,South Africa,Africa,Null
redunca,Ethiopia,Africa,Null
grimmia,Ethiopia,Africa,[2050]
grimmia,C̫te D'Ivoire,Africa,Null
caffer,"Congo, The Democratic Republic Of The",Africa,[2042]
caffer,C̫te D'Ivoire,Africa,Null
caffer,Kenya,Africa,[2041]
caffer,Kenya,Africa,[2045]
caffer,"Tanzania, United Republic Of",Africa,Null
caffer,"Tanzania, United Republic Of",Africa,[2056]
caffer,"Tanzania, United Republic Of",Africa,[2034]
caffer,"Tanzania, United Republic Of",Africa,[2034]
caffer,Uganda,Africa,Null
caffer,Uganda,Africa,[2035]
caffer,Uganda,Africa,Null
caffer,South Africa,Africa,[2043]
derbianus,Senegal,Africa,[2045]
derbianus,Uganda,Africa,[2038]
oryx,Kenya,Africa,[1971]
oryx,Uganda,Africa,Null
oryx,Rwanda,Africa,Null
oryx,Namibia,Africa,Null
oryx,Kenya,Africa,[2054]
angasii,Malawi,Africa,Null
buxtoni,Ethiopia,Africa,[2046]
buxtoni,Ethiopia,Africa,[2035]
buxtoni,Ethiopia,Africa,[2055]
buxtoni,Ethiopia,Africa,Null
buxtoni,Ethiopia,Africa,[2026]
buxtoni,Ethiopia,Africa,[2053]
buxtoni,Ethiopia,Africa,Null
scriptus,"Tanzania, United Republic Of",Africa,[2030]
scriptus,Ethiopia,Africa,[2042]
scriptus,C̫te D'Ivoire,Africa,Null
spekii,Kenya,Africa,Null
strepsiceros,Namibia,Africa,[2048]
strepsiceros,South Africa,Africa,[2034]
strepsiceros,South Africa,Africa,Null
dussumieri,Mauritius,Africa,Null
telfairii,Mauritius,Africa,Null
serpensinsula,Mauritius,Africa,[2043]
guentheri,Mauritius,Africa,[2050]
ornata,Mauritius,Africa,Null
bojerii,Mauritius,Africa,[2051]
australis,New Zealand,Oceania,Null
australis,New Zealand,Oceania,Null
australis,New Zealand,Oceania,[2043]
haastii,New Zealand,Oceania,[2027]
owenii,New Zealand,Oceania,Null
wilsoni,New Zealand,Oceania,Null
novaezelandiae,Norfolk Island,Oceania,Null
discolor,Australia,Oceania,[2073]
chrysogaster,Australia,Oceania,Null
chrysogaster,Australia,Oceania,Null
nigrogularis,Australia,Oceania,[2040]
krefftii,Australia,Oceania,[2045]
fuliginosus,Australia,Oceania,Null
giganteus,Australia,Oceania,[2064]
gunnii,Australia,Oceania,Null
brachyurus,Australia,Oceania,Null
vulpecula,Australia,Oceania,[2034]
bailleui,United States,North America,Null
cantans,United States,North America,[2040]
ultramarina,French Polynesia,Oceania,Null
ultramarina,French Polynesia,Oceania,Null
mariannus,Guam,Oceania,Null
bengalensis,India,Asia,[2036]
bengalensis,Pakistan,Asia,Null
axis,India,Asia,Null
porcinus,India,Asia,[2053]
frontalis,India,Asia,[2029]
tragocamelus,India,Asia,[2041]
bubalis,India,Asia,Null
bubalis,Nepal,Asia,Null
duvaucelii,India,Asia,Null
duvaucelii,Nepal,Asia,[2050]
elaphus,India,Asia,Null
unicolor,India,Asia,Null
unicolor,India,Asia,[2053]
maximus,Bangladesh,Asia,Null
maximus,India,Asia,[2035]
hemionus,India,Asia,[2036]
bennettii,India,Asia,[2049]
hylocrius,India,Asia,Null
hylocrius,India,Asia,Null
hylocrius,India,Asia,Null
silenus,India,Asia,Null
silenus,India,Asia,Null
ammon,Pakistan,Asia,Null
aries,Pakistan,Asia,Null
aries,Pakistan,Asia,[2044]
leo,India,Asia,[2029]
leo,India,Asia,Null
pardus,India,Asia,Null
tigris,China,Asia,[2036]
tigris,Malaysia,Asia,Null
tigris,Indonesia,Asia,[2037]
tigris,India,Asia,Null
sondaicus,Viet Nam,Asia,[2026]
sondaicus,Indonesia,Asia,Null
sondaicus,Indonesia,Asia,Null
unicornis,India,Asia,[2062]
quadricornis,India,Asia,Null
poliocephalus,China,Asia,Null
francoisi,China,Asia,[2039]
francoisi,China,Asia,[2051]
xanthomus,Puerto Rico,Latin America and Caribbean,Null
xanthomus,Puerto Rico,Latin America and Caribbean,Null
xanthomus,Puerto Rico,Latin America and Caribbean,[2049]
xanthomus,Puerto Rico,Latin America and Caribbean,Null
xanthomus,Puerto Rico,Latin America and Caribbean,[2044]
arausiaca,Dominica,Latin America and Caribbean,Null
leucocephala,Bahamas,Latin America and Caribbean,Null
barbadensis,"Venezuela, Bolivarian Republic Of",Latin America and Caribbean,[2028]
leucocephala,Cayman Islands,Latin America and Caribbean,[1971]
leucocephala,Cayman Islands,Latin America and Caribbean,[2030]
versicolor,Saint Lucia,Latin America and Caribbean,[2053]
vittata,Puerto Rico,Latin America and Caribbean,Null
vittata,Puerto Rico,Latin America and Caribbean,[2029]
platypterus,Puerto Rico,Latin America and Caribbean,[2032]
wagneri,Paraguay,Latin America and Caribbean,[2049]
bisulcus,Chile,Latin America and Caribbean,Null
chrysomelas,Brazil,Latin America and Caribbean,Null
oerstedii,Costa Rica,Latin America and Caribbean,[2017]
bairdii,Panama,Latin America and Caribbean,Null
vicugna,Chile,Latin America and Caribbean,[2033]
cornuta,Puerto Rico,Latin America and Caribbean,Null
pinguis,"Virgin Islands, British",Latin America and Caribbean,Null
cannabina,United Kingdom,Europe,[1998]
gentilis,United Kingdom,Europe,[1997]
nisus,United Kingdom,Europe,[1997]
arvensis,Sweden,Europe,[2049]
arvensis,United Kingdom,Europe,Null
arvensis,United Kingdom,Europe,[2026]
arvensis,Sweden,Europe,[1972]
arvensis,Netherlands,Europe,[2079]
arvensis,Denmark,Europe,Null
arvensis,Germany,Europe,[2049]
arvensis,Germany,Europe,Null
albifrons,Germany,Europe,[2029]
albifrons,United Kingdom,Europe,Null
brachyrhynchus,Greenland,Europe,Null
brachyrhynchus,Svalbard And Jan Mayen,Europe,[2090]
erythropus,Azerbaijan,Asia,[2064]
fabalis,Germany,Europe,[2028]
trivialis,Sweden,Europe,[2030]
trivialis,Poland,Europe,[2047]
trivialis,Sweden,Europe,[2031]
apus,Sweden,Europe,Null
chrysaetos,United Kingdom,Europe,Null
pomarina,Serbia,Europe,Null
bernicla,Germany,Europe,Null
bernicla,Denmark,Europe,[2069]
bernicla,Svalbard And Jan Mayen,Europe,[2022]
bernicla,Russian Federation,Asia,[2041]
canadensis,United Kingdom,Europe,[2021]
leucopsis,Germany,Europe,[2022]
leucopsis,Estonia,Europe,[2046]
leucopsis,Finland,Europe,[2008]
leucopsis,Greenland,Europe,[2021]
leucopsis,Russian Federation,Asia,[2025]
leucopsis,Russian Federation,Asia,[2029]
leucopsis,Svalbard And Jan Mayen,Europe,Null
ruficollis,Bulgaria,Europe,[2067]
bonasia,Finland,Europe,Null
oedicnemus,United Kingdom,Europe,[2022]
buteo,United Kingdom,Europe,Null
buteo,Sweden,Europe,Null
lagopus,Finland,Europe,[2021]
lagopus,Russian Federation,Asia,[2025]
lagopus,Finland,Europe,[1974]
temminckii,Finland,Europe,[1979]
cannabina,United Kingdom,Europe,[2048]
cannabina,Germany,Europe,[2037]
cannabina,Sweden,Europe,Null
chloris,Sweden,Europe,[2020]
flammea,Sweden,Europe,Null
spinus,Sweden,Europe,[2034]
familiaris,Sweden,Europe,[2034]
aeruginosus,United Kingdom,Europe,[2006]
livia,Sweden,Europe,[1991]
oenas,Sweden,Europe,Null
palumbus,Sweden,Europe,[2021]
corax,Sweden,Europe,Null
corone,Sweden,Europe,Null
monedula,Sweden,Europe,[2036]
crex,Germany,Europe,[2029]
crex,Germany,Europe,[2035]
crex,Germany,Europe,[2039]
crex,Germany,Europe,Null
crex,Germany,Europe,[1980]
crex,Germany,Europe,Null
crex,Germany,Europe,[2026]
crex,Germany,Europe,[2035]
crex,Germany,Europe,Null
crex,Germany,Europe,[2024]
crex,Germany,Europe,[2032]
crex,Germany,Europe,Null
crex,United Kingdom,Europe,[2000]
crex,United Kingdom,Europe,[2027]
crex,Latvia,Europe,Null
canorus,Sweden,Europe,[2051]
urbicum,Sweden,Europe,Null
leucotos,Finland,Europe,Null
major,United Kingdom,Europe,Null
major,Sweden,Europe,[2003]
martius,Finland,Europe,[2020]
cirlus,United Kingdom,Europe,[2001]
schoeniclus,United Kingdom,Europe,[1997]
citrinella,Sweden,Europe,[2028]
citrinella,United Kingdom,Europe,Null
citrinella,Germany,Europe,Null
rubecula,Sweden,Europe,[2033]
peregrinus,United Kingdom,Europe,[1995]
subbuteo,United Kingdom,Europe,[1998]
tinnunculus,United Kingdom,Europe,Null
hypoleuca,Sweden,Europe,[2026]
hypoleuca,Russian Federation,Asia,[2027]
hypoleuca,Finland,Europe,[2027]
coelebs,Sweden,Europe,[2032]
montifringilla,Sweden,Europe,Null
glandarius,Sweden,Europe,[2067]
eremita,Morocco,Africa,[2029]
eremita,Turkey,Asia,[2022]
fasciata,France,Europe,[2021]
fasciata,Spain,Europe,[2034]
fasciata,Spain,Europe,[2036]
fasciata,Spain,Europe,[2034]
fasciata,Spain,Europe,[2035]
fasciata,Spain,Europe,Null
icterina,Sweden,Europe,[2035]
rustica,Sweden,Europe,Null
torquilla,Sweden,Europe,[2043]
lagopus,Finland,Europe,[2064]
collurio,Sweden,Europe,Null
arborea,United Kingdom,Europe,Null
luscinia,Sweden,Europe,[2044]
luscinia,Sweden,Europe,Null
tetrix,Sweden,Europe,Null
tetrix,Finland,Europe,Null
tetrix,Russian Federation,Asia,[1971]
tetrix,Finland,Europe,Null
tetrix,Russian Federation,Asia,[2068]
tetrix,Finland,Europe,Null
tetrix,Russian Federation,Asia,Null
calandra,United Kingdom,Europe,[2035]
milvus,United Kingdom,Europe,[2023]
milvus,United Kingdom,Europe,[2049]
alba,Sweden,Europe,[2033]
striata,Sweden,Europe,[2071]
striata,Sweden,Europe,[2036]
striata,United Kingdom,Europe,[2027]
striata,Sweden,Europe,[2036]
percnopterus,Italy,Europe,[2030]
caryocatactes,Sweden,Europe,Null
arquata,Germany,Europe,[2031]
arquata,Germany,Europe,[1996]
arquata,Germany,Europe,[2029]
arquata,Germany,Europe,[2064]
arquata,Germany,Europe,[2031]
arquata,Germany,Europe,[2025]
arquata,Germany,Europe,[2056]
arquata,Germany,Europe,Null
arquata,Germany,Europe,[2028]
arquata,Sweden,Europe,[2075]
phaeopus,Finland,Europe,[2004]
oenanthe,Sweden,Europe,[2021]
tarda,Austria,Europe,[2030]
tarda,Germany,Europe,[2022]
tarda,Hungary,Europe,[2092]
ater,Sweden,Europe,Null
caeruleus,Sweden,Europe,[2004]
cristatus,Sweden,Europe,[2030]
major,Sweden,Europe,[2023]
montanus,Switzerland,Europe,[2031]
montanus,Sweden,Europe,Null
montanus,United Kingdom,Europe,[2066]
montanus,Sweden,Europe,Null
palustris,Sweden,Europe,[2004]
palustris,United Kingdom,Europe,Null
domesticus,United Kingdom,Europe,[2004]
domesticus,Sweden,Europe,[2023]
montanus,United Kingdom,Europe,[2027]
montanus,Sweden,Europe,[2085]
perdix,United Kingdom,Europe,[2062]
colchicus,Sweden,Europe,Null
phoenicurus,Sweden,Europe,Null
collybita,Finland,Europe,[2022]
sibilatrix,Sweden,Europe,[2087]
sibilatrix,Finland,Europe,[2021]
sibilatrix,Poland,Europe,[2023]
trochiloides,Finland,Europe,Null
trochilus,Finland,Europe,[2032]
trochilus,Sweden,Europe,Null
trochilus,Sweden,Europe,Null
trochilus,Sweden,Europe,Null
pica,Sweden,Europe,[2027]
viridis,Sweden,Europe,[2061]
apricaria,Finland,Europe,Null
modularis,Sweden,Europe,[2028]
pyrrhula,United Kingdom,Europe,Null
regulus,Sweden,Europe,[2035]
rubetra,Sweden,Europe,Null
rusticola,Finland,Europe,Null
rusticola,Russian Federation,Asia,Null
europaea,United Kingdom,Europe,[2028]
europaea,Sweden,Europe,[2049]
longicaudus,Finland,Europe,[2036]
turtur,United Kingdom,Europe,[2036]
aluco,United Kingdom,Europe,Null
uralensis,Finland,Europe,[2043]
vulgaris,Sweden,Europe,[2035]
atricapilla,Sweden,Europe,[2035]
atricapilla,Sweden,Europe,[2027]
communis,Sweden,Europe,[2030]
communis,Sweden,Europe,Null
communis,United Kingdom,Europe,Null
communis,Germany,Europe,[2035]
curruca,Sweden,Europe,[2075]
tetrix,Finland,Europe,[2021]
tetrix,Finland,Europe,Null
urogallus,Finland,Europe,[2052]
urogallus,Finland,Europe,Null
urogallus,Finland,Europe,[2048]
urogallus,France,Europe,[2035]
urogallus,Russian Federation,Asia,Null
urogallus,Russian Federation,Asia,[2022]
urogallus,Russian Federation,Asia,Null
erythropus,Germany,Europe,Null
nebularia,Germany,Europe,Null
troglodytes,United Kingdom,Europe,[2109]
troglodytes,United Kingdom,Europe,Null
troglodytes,Sweden,Europe,[2116]
troglodytes,Sweden,Europe,[2034]
iliacus,Sweden,Europe,Null
iliacus,Sweden,Europe,[2023]
iliacus,Sweden,Europe,[2033]
merula,Sweden,Europe,Null
merula,Sweden,Europe,Null
philomelos,United Kingdom,Europe,[2030]
philomelos,Sweden,Europe,[2028]
pilaris,Sweden,Europe,[1976]
vanellus,Sweden,Europe,Null
vanellus,Germany,Europe,[2038]
vanellus,Germany,Europe,[2029]
vanellus,Germany,Europe,[2028]
vanellus,Germany,Europe,[2027]
vanellus,Germany,Europe,[2050]
vanellus,Germany,Europe,Null
vanellus,Germany,Europe,Null
vanellus,Germany,Europe,[2024]
vanellus,Germany,Europe,[2023]
vanellus,Germany,Europe,[2037]
vanellus,Germany,Europe,[2031]
melanoleuca,China,Asia,[2036]
alces,Russian Federation,Asia,[2036]
alces,Russian Federation,Asia,[2033]
alces,Russian Federation,Asia,[2034]
alces,Estonia,Europe,Null
alces,Latvia,Europe,[2046]
alces,Lithuania,Europe,[2028]
alces,Sweden,Europe,Null
bonasus,Poland,Europe,Null
bonasus,Slovakia,Europe,Null
lupus,Finland,Europe,[2031]
lupus,Russian Federation,Asia,[2037]
lupus,Finland,Europe,[2028]
lupus,Russian Federation,Asia,Null
lupus,Finland,Europe,[2028]
lupus,Russian Federation,Asia,[2028]
lupus,Russian Federation,Asia,Null
lupus,Russian Federation,Asia,[2030]
lupus,Portugal,Europe,Null
lupus,Spain,Europe,[2025]
lupus,France,Europe,[2028]
lupus,Italy,Europe,Null
lupus,Germany,Europe,Null
lupus,Norway,Europe,[2038]
lupus,Poland,Europe,[2037]
lupus,Latvia,Europe,[2032]
lupus,Czechia,Europe,Null
lupus,Slovenia,Europe,[1971]
lupus,Croatia,Europe,[2026]
lupus,Hungary,Europe,[2036]
lupus,Romania,Europe,Null
lupus,Bulgaria,Europe,[2024]
lupus,Greece,Europe,Null
hircus,Pakistan,Asia,Null
caucasica,Azerbaijan,Asia,Null
falconeri,Uzbekistan,Asia,[2054]
ibex,Switzerland,Europe,Null
ibex,Switzerland,Europe,Null
ibex,Italy,Europe,Null
nubiana,Israel,Asia,[2069]
capreolus,Netherlands,Europe,Null
elaphus,Tajikistan,Asia,Null
elaphus,Spain,Europe,Null
elaphus,Belgium,Europe,[2022]
elaphus,Bulgaria,Europe,Null
elaphus,Croatia,Europe,Null
elaphus,Italy,Europe,Null
elaphus,Netherlands,Europe,Null
elaphus,Romania,Europe,Null
elaphus,United Kingdom,Europe,Null
elaphus,Algeria,Africa,[2063]
rufocanus,Japan,Asia,Null
rufocanus,Japan,Asia,[2090]
rufocanus,Russian Federation,Asia,Null
dama,Italy,Europe,Null
dama,Spain,Europe,Null
dama,"Iran, Islamic Republic Of",Asia,Null
hemionus,Mongolia,Asia,Null
cuvieri,Algeria,Africa,Null
cuvieri,Algeria,Africa,Null
gulo,Finland,Europe,[2045]
gulo,Finland,Europe,[2082]
gulo,Finland,Europe,[2036]
gulo,Finland,Europe,Null
gulo,Norway,Europe,Null
gulo,Russian Federation,Asia,[2033]
gulo,Russian Federation,Asia,Null
gulo,Russian Federation,Asia,[1983]
gulo,Russian Federation,Asia,Null
lemmus,Russian Federation,Asia,Null
lynx,France,Europe,[2023]
lynx,Italy,Europe,[2054]
lynx,Switzerland,Europe,Null
lynx,Austria,Europe,[2052]
lynx,Germany,Europe,[2030]
lynx,Norway,Europe,[2044]
lynx,Finland,Europe,[2076]
lynx,Poland,Europe,Null
lynx,Estonia,Europe,[2043]
lynx,Lithuania,Europe,Null
lynx,Latvia,Europe,Null
lynx,Ukraine,Asia,Null
lynx,Czechia,Europe,Null
lynx,Slovakia,Europe,[2029]
lynx,Romania,Europe,[2059]
lynx,Sweden,Europe,[2042]
lynx,Russian Federation,Asia,[2038]
lynx,Russian Federation,Asia,Null
pardinus,Spain,Europe,[2028]
bobak,Russian Federation,Asia,Null
ammon,Uzbekistan,Asia,Null
aries,Kazakhstan,Asia,[2040]
aries,Turkmenistan,Asia,Null
aries,Spain,Europe,Null
tigris,Russian Federation,Asia,[2042]
tigris,Russian Federation,Asia,Null
pipistrellus,Sweden,Europe,Null
gutturosa,Mongolia,Asia,[2066]
przewalskii,China,Asia,Null
tarandus,Finland,Europe,[2027]
tarandus,Norway,Europe,Null
rupicapra,Bulgaria,Europe,Null
rupicapra,Romania,Europe,[2013]
rupicapra,Albania,Europe,[1971]
rupicapra,Italy,Europe,[2009]
rupicapra,Slovakia,Europe,[1975]
rupicapra,Poland,Europe,Null
rupicapra,Slovakia,Europe,[2084]
borealis,Mongolia,Asia,Null
tatarica,Kazakhstan,Asia,[2054]
tatarica,Kazakhstan,Asia,Null
tatarica,Kazakhstan,Asia,Null
arctos,Slovakia,Europe,Null
arctos,Spain,Europe,Null
arctos,Finland,Europe,Null
arctos,France,Europe,[2033]
arctos,Norway,Europe,[2027]
arctos,Poland,Europe,Null
arctos,Romania,Europe,[2038]
arctos,Russian Federation,Asia,[2041]
arctos,Russian Federation,Asia,[2027]
arctos,Sweden,Europe,Null
arctos,Uzbekistan,Asia,Null
arctos,Bulgaria,Europe,Null
arctos,Albania,Europe,Null
hermanni,Greece,Europe,Null
archeyi,New Zealand,Oceania,Null
pakeka,New Zealand,Oceania,Null
frosti,Australia,Oceania,Null
frosti,Australia,Oceania,Null
corroboree,Australia,Oceania,[2036]
corroboree,Australia,Oceania,Null
corroboree,Australia,Oceania,Null
pengilleyi,Australia,Oceania,[2037]
pengilleyi,Australia,Oceania,[2045]
pengilleyi,Australia,Oceania,[2025]
pengilleyi,Australia,Oceania,[2000]
superciliosa,New Zealand,Oceania,[2035]
semipalmata,Australia,Oceania,[2024]
novaezelandiae,New Zealand,Oceania,Null
novaeguineae,Papua New Guinea,Oceania,[2010]
novaeguineae,Papua New Guinea,Oceania,[2032]
novaeguineae,Papua New Guinea,Oceania,Null
novaeguineae,Papua New Guinea,Oceania,Null
novaeguineae,Papua New Guinea,Oceania,Null
novaeguineae,Papua New Guinea,Oceania,[2036]
novaeguineae,Papua New Guinea,Oceania,[2031]
novaeguineae,Papua New Guinea,Oceania,[2068]
novaeguineae,Papua New Guinea,Oceania,Null
novaeguineae,Papua New Guinea,Oceania,Null
novaeguineae,Papua New Guinea,Oceania,[2057]
novaeguineae,Papua New Guinea,Oceania,Null
novaeguineae,Papua New Guinea,Oceania,Null
novaeguineae,Papua New Guinea,Oceania,[2040]
novaeguineae,Papua New Guinea,Oceania,Null
porosus,Australia,Oceania,Null
umbrina,Australia,Oceania,Null
umbrina,Australia,Oceania,Null
umbrina,Australia,Oceania,Null
adspersus,South Africa,Africa,[2032]
rudis,Uganda,Africa,Null
rudis,Uganda,Africa,Null
carunculatus,Zambia,Africa,Null
vocifer,Uganda,Africa,[2034]
vocifer,Uganda,Africa,[2037]
vocifer,Uganda,Africa,[2036]
vocifer,Uganda,Africa,[1971]
vocifer,Uganda,Africa,Null
rufescens,Uganda,Africa,[2044]
rufescens,Uganda,Africa,[2046]
pugnax,Mali,Africa,[2045]
minor,Ethiopia,Africa,[2029]
amphibius,"Tanzania, United Republic Of",Africa,Null
amphibius,"Tanzania, United Republic Of",Africa,Null
amphibius,Uganda,Africa,[2037]
niloticus,Botswana,Africa,Null
niloticus,"Tanzania, United Republic Of",Africa,Null
niloticus,Uganda,Africa,[2042]
niloticus,South Africa,Africa,[2026]
niloticus,Zambia,Africa,[2053]
phaeomerus,Malaysia,Asia,Null
phaeomerus,Malaysia,Asia,Null
phaeomerus,Malaysia,Asia,[2034]
aspera,Malaysia,Asia,Null
aspera,Malaysia,Asia,[2031]
aspera,Malaysia,Asia,[2080]
divergens,Malaysia,Asia,[2028]
divergens,Malaysia,Asia,[2057]
hosii,Malaysia,Asia,Null
hosii,Malaysia,Asia,[2027]
hosii,Malaysia,Asia,[2023]
blythii,Malaysia,Asia,[2027]
blythii,Malaysia,Asia,[2024]
blythii,Malaysia,Asia,[1971]
chalconota,Malaysia,Asia,Null
chalconota,Malaysia,Asia,[2037]
chalconota,Malaysia,Asia,[2033]
hosii,Malaysia,Asia,[2036]
hosii,Malaysia,Asia,[2036]
hosii,Malaysia,Asia,Null
ibanorum,Malaysia,Asia,[2043]
ibanorum,Malaysia,Asia,[2033]
ibanorum,Malaysia,Asia,Null
signata,Malaysia,Asia,[2034]
signata,Malaysia,Asia,Null
signata,Malaysia,Asia,[2056]
melanogaster,India,Asia,[2021]
melanogaster,India,Asia,Null
melanogaster,India,Asia,Null
melanogaster,India,Asia,Null
melanogaster,India,Asia,[2037]
melanogaster,India,Asia,[2024]
melanogaster,India,Asia,Null
melanogaster,India,Asia,[2055]
melanogaster,India,Asia,Null
melanogaster,India,Asia,Null
melanogaster,India,Asia,[2021]
melanogaster,India,Asia,[2028]
melanolophus,India,Asia,Null
nycticorax,India,Asia,[2027]
nycticorax,India,Asia,[2033]
nycticorax,India,Asia,Null
nycticorax,India,Asia,[2025]
nycticorax,India,Asia,[2001]
nycticorax,India,Asia,[2035]
nycticorax,India,Asia,Null
crispus,India,Asia,[2028]
crispus,India,Asia,Null
onocrotalus,India,Asia,Null
onocrotalus,India,Asia,Null
onocrotalus,India,Asia,Null
philippensis,India,Asia,[2067]
philippensis,India,Asia,Null
philippensis,India,Asia,[2048]
philippensis,India,Asia,[2049]
philippensis,India,Asia,Null
carbo,India,Asia,Null
carbo,India,Asia,Null
carbo,India,Asia,[1976]
carbo,India,Asia,[2033]
carbo,India,Asia,Null
carbo,India,Asia,[2024]
carbo,India,Asia,Null
carbo,India,Asia,[2088]
carbo,India,Asia,[2033]
